Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino
AZU - 2632,AZUL,Nacional,2016-01-22T16:18:00Z,2016-01-22T16:39:00Z,2016-01-22T17:32:00Z,2016-01-22T17:56:00Z,Realizado,DEFEITOS DA AERONAVE,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Regional,2016-01-26T19:07:00Z,2016-01-26T19:07:00Z,2016-01-26T21:40:00Z,2016-01-26T21:40:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-14T16:18:00Z,2016-01-14T16:18:00Z,2016-01-14T17:32:00Z,2016-01-14T17:28:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Regional,2016-01-27T19:07:00Z,2016-01-27T19:07:00Z,2016-01-27T21:40:00Z,2016-01-27T21:40:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-22T23:51:00Z,2016-01-22T23:44:00Z,2016-01-23T00:49:00Z,2016-01-23T00:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Nacional,2016-01-07T22:10:00Z,2016-01-07T21:54:00Z,2016-01-07T23:13:00Z,2016-01-07T22:55:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Maraba,Maraba,PA,Brasil,Val De Cans,Belem,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-07T16:18:00Z,2016-01-07T16:08:00Z,2016-01-07T17:32:00Z,2016-01-07T17:20:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Regional,2016-01-11T19:07:00Z,2016-01-11T19:07:00Z,2016-01-11T21:40:00Z,2016-01-11T21:40:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-13T16:18:00Z,2016-01-13T18:18:00Z,2016-01-13T17:32:00Z,2016-01-13T19:31:00Z,Realizado,DEFEITOS DA AERONAVE,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Nacional,2016-01-18T23:51:00Z,2016-01-18T23:57:00Z,2016-01-19T00:49:00Z,2016-01-19T00:47:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Nacional,2016-01-04T22:10:00Z,2016-01-04T21:56:00Z,2016-01-04T23:13:00Z,2016-01-04T22:59:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Maraba,Maraba,PA,Brasil,Val De Cans,Belem,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-12T23:51:00Z,2016-01-13T01:12:00Z,2016-01-13T00:49:00Z,2016-01-13T02:03:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO CONDICOES METEOROLOGICAS,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Nacional,2016-01-11T16:18:00Z,2016-01-11T16:17:00Z,2016-01-11T17:32:00Z,2016-01-11T17:29:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Nacional,2016-01-26T16:18:00Z,2016-01-26T16:16:00Z,2016-01-26T17:32:00Z,2016-01-26T17:28:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Nacional,2016-01-29T19:07:00Z,2016-01-29T19:07:00Z,2016-01-29T21:40:00Z,2016-01-29T21:28:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Regional,2016-01-19T22:10:00Z,2016-01-19T22:10:00Z,2016-01-19T23:13:00Z,2016-01-19T23:13:00Z,Realizado,,Maraba,Maraba,PA,Brasil,Val De Cans,Belem,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-06T19:07:00Z,2016-01-06T19:24:00Z,2016-01-06T21:40:00Z,2016-01-06T22:02:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Regional,2016-01-27T23:51:00Z,2016-01-27T23:51:00Z,2016-01-28T00:49:00Z,2016-01-28T00:49:00Z,Realizado,,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Nacional,2016-01-05T23:51:00Z,2016-01-06T00:37:00Z,2016-01-06T00:49:00Z,2016-01-06T01:29:00Z,Realizado,TROCA DE AERONAVE,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Nacional,2016-01-04T16:18:00Z,2016-01-04T16:10:00Z,2016-01-04T17:32:00Z,2016-01-04T17:22:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Regional,2016-01-08T19:07:00Z,2016-01-08T19:07:00Z,2016-01-08T21:40:00Z,2016-01-08T21:40:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-05T16:18:00Z,2016-01-05T16:15:00Z,2016-01-05T17:32:00Z,2016-01-05T17:20:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Nacional,2016-01-04T23:51:00Z,2016-01-04T23:44:00Z,2016-01-05T00:49:00Z,2016-01-05T00:36:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Regional,2016-01-29T16:18:00Z,2016-01-29T16:18:00Z,2016-01-29T17:32:00Z,2016-01-29T17:32:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Regional,2016-01-01T23:51:00Z,,2016-01-02T00:49:00Z,,Cancelado,AUTORIZADO,Val De Cans,Belem,PA,Brasil,Macapa,Macapa,AP,Brasil
AZU - 2632,AZUL,Regional,2016-01-25T16:18:00Z,,2016-01-25T17:32:00Z,,Cancelado,AUTORIZADO,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Nacional,2016-01-20T16:18:00Z,2016-01-20T16:34:00Z,2016-01-20T17:32:00Z,2016-01-20T17:42:00Z,Realizado,FALHA EQUIPO AUTOMOTIVO E DE ATENDIMENTO DE PAX,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2632,AZUL,Regional,2016-01-27T22:10:00Z,2016-01-27T22:10:00Z,2016-01-27T23:13:00Z,2016-01-27T23:13:00Z,Realizado,,Maraba,Maraba,PA,Brasil,Val De Cans,Belem,PA,Brasil
AZU - 2632,AZUL,Regional,2016-01-20T19:07:00Z,2016-01-20T19:07:00Z,2016-01-20T21:40:00Z,2016-01-20T21:40:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-01T19:07:00Z,2016-01-01T18:55:00Z,2016-01-01T21:40:00Z,2016-01-01T21:26:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Tancredo Neves,Confins,MG,Brasil,Maraba,Maraba,PA,Brasil
AZU - 2632,AZUL,Regional,2016-01-11T22:10:00Z,2016-01-11T22:10:00Z,2016-01-11T23:13:00Z,2016-01-11T23:13:00Z,Realizado,,Maraba,Maraba,PA,Brasil,Val De Cans,Belem,PA,Brasil
AZU - 2632,AZUL,Nacional,2016-01-21T16:18:00Z,2016-01-21T17:08:00Z,2016-01-21T17:32:00Z,2016-01-21T18:19:00Z,Realizado,DEFEITOS DA AERONAVE,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil
AZU - 2633,AZUL,Regional,2016-01-08T15:10:00Z,2016-01-08T15:10:00Z,2016-01-08T16:48:00Z,2016-01-08T16:48:00Z,Realizado,,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-06T15:10:00Z,2016-01-06T15:13:00Z,2016-01-06T16:48:00Z,2016-01-06T16:39:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-13T15:10:00Z,2016-01-13T15:17:00Z,2016-01-13T16:48:00Z,2016-01-13T16:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Regional,2016-01-18T15:10:00Z,2016-01-18T15:10:00Z,2016-01-18T16:48:00Z,2016-01-18T16:48:00Z,Realizado,,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-15T15:10:00Z,2016-01-15T15:26:00Z,2016-01-15T16:48:00Z,2016-01-15T17:04:00Z,Realizado,CONEXAO DE AERONAVE,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-22T15:10:00Z,2016-01-22T15:08:00Z,2016-01-22T16:48:00Z,2016-01-22T16:40:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Regional,2016-01-20T15:10:00Z,2016-01-20T15:10:00Z,2016-01-20T16:48:00Z,2016-01-20T16:48:00Z,Realizado,,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Regional,2016-01-05T15:10:00Z,2016-01-05T15:10:00Z,2016-01-05T16:48:00Z,2016-01-05T16:48:00Z,Realizado,,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-14T15:10:00Z,2016-01-14T18:55:00Z,2016-01-14T16:48:00Z,2016-01-14T20:22:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO CONDICOES METEOROLOGICAS,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-21T15:10:00Z,2016-01-21T15:09:00Z,2016-01-21T16:48:00Z,2016-01-21T16:43:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-04T15:10:00Z,2016-01-04T14:58:00Z,2016-01-04T16:48:00Z,2016-01-04T16:30:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-28T15:10:00Z,2016-01-28T15:14:00Z,2016-01-28T16:48:00Z,2016-01-28T16:44:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-26T15:10:00Z,2016-01-26T15:10:00Z,2016-01-26T16:48:00Z,2016-01-26T16:37:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-27T15:10:00Z,2016-01-27T15:25:00Z,2016-01-27T16:48:00Z,2016-01-27T16:56:00Z,Realizado,AEROPORTO DESTINO ABAIXO DOS LIMITES,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-07T15:10:00Z,2016-01-07T15:41:00Z,2016-01-07T16:48:00Z,2016-01-07T17:18:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-25T15:10:00Z,2016-01-25T15:29:00Z,2016-01-25T16:48:00Z,2016-01-25T17:00:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-01T15:10:00Z,2016-01-01T14:59:00Z,2016-01-01T16:48:00Z,2016-01-01T16:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-11T15:10:00Z,2016-01-11T17:37:00Z,2016-01-11T16:48:00Z,2016-01-11T18:59:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO CONDICOES METEOROLOGICAS,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-12T15:10:00Z,2016-01-12T15:15:00Z,2016-01-12T16:48:00Z,2016-01-12T16:43:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Nacional,2016-01-19T15:10:00Z,2016-01-19T15:52:00Z,2016-01-19T16:48:00Z,2016-01-19T17:43:00Z,Realizado,CONEXAO DE AERONAVE,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2633,AZUL,Regional,2016-01-29T15:10:00Z,2016-01-29T15:10:00Z,2016-01-29T16:48:00Z,2016-01-29T16:48:00Z,Realizado,,Brigadeiro Camarao,Vilhena,RO,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil
AZU - 2634,AZUL,Nacional,2016-01-11T10:10:00Z,2016-01-11T10:10:00Z,2016-01-11T12:50:00Z,2016-01-11T12:50:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil
AZU - 2634,AZUL,Nacional,2016-01-04T10:10:00Z,2016-01-04T10:09:00Z,2016-01-04T12:50:00Z,2016-01-04T12:36:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil
AZU - 2634,AZUL,Nacional,2016-01-25T10:10:00Z,2016-01-25T10:08:00Z,2016-01-25T12:50:00Z,2016-01-25T12:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil
AZU - 2634,AZUL,Nacional,2016-01-18T10:10:00Z,2016-01-18T10:14:00Z,2016-01-18T12:50:00Z,2016-01-18T12:29:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil
AZU - 2635,AZUL,Nacional,2016-01-11T13:20:00Z,2016-01-11T13:33:00Z,2016-01-11T15:41:00Z,2016-01-11T15:56:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 2635,AZUL,Nacional,2016-01-25T13:20:00Z,2016-01-25T13:18:00Z,2016-01-25T15:41:00Z,2016-01-25T15:37:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 2635,AZUL,Nacional,2016-01-18T13:20:00Z,2016-01-18T13:04:00Z,2016-01-18T15:41:00Z,2016-01-18T15:13:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 2635,AZUL,Nacional,2016-01-04T13:20:00Z,2016-01-04T13:15:00Z,2016-01-04T15:41:00Z,2016-01-04T15:26:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Presidente Joao Batista Figueiredo,Sinop,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 2636,AZUL,Regional,2016-01-28T14:31:00Z,2016-01-28T14:31:00Z,2016-01-28T16:08:00Z,2016-01-28T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-01T14:31:00Z,2016-01-01T14:24:00Z,2016-01-01T16:08:00Z,2016-01-01T16:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-31T14:31:00Z,2016-01-31T14:31:00Z,2016-01-31T16:08:00Z,2016-01-31T16:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Regional,2016-01-10T14:31:00Z,2016-01-10T14:31:00Z,2016-01-10T16:08:00Z,2016-01-10T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Regional,2016-01-11T14:31:00Z,2016-01-11T14:31:00Z,2016-01-11T16:08:00Z,2016-01-11T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-03T14:31:00Z,2016-01-03T14:31:00Z,2016-01-03T16:08:00Z,2016-01-03T16:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-29T14:31:00Z,2016-01-29T14:23:00Z,2016-01-29T16:08:00Z,2016-01-29T15:55:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-17T14:31:00Z,2016-01-17T14:22:00Z,2016-01-17T16:08:00Z,2016-01-17T15:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-24T14:31:00Z,2016-01-24T14:28:00Z,2016-01-24T16:08:00Z,2016-01-24T16:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Regional,2016-01-30T14:31:00Z,2016-01-30T14:31:00Z,2016-01-30T16:08:00Z,2016-01-30T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Regional,2016-01-14T14:31:00Z,2016-01-14T14:31:00Z,2016-01-14T16:08:00Z,2016-01-14T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-25T14:31:00Z,2016-01-25T14:28:00Z,2016-01-25T16:08:00Z,2016-01-25T16:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-12T14:31:00Z,2016-01-12T14:49:00Z,2016-01-12T16:08:00Z,2016-01-12T16:28:00Z,Realizado,CONEXAO DE AERONAVE,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-05T14:31:00Z,2016-01-05T15:02:00Z,2016-01-05T16:08:00Z,2016-01-05T16:33:00Z,Realizado,FALHA EQUIPO AUTOMOTIVO E DE ATENDIMENTO DE PAX,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-23T14:31:00Z,2016-01-23T14:21:00Z,2016-01-23T16:08:00Z,2016-01-23T16:00:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-04T14:31:00Z,2016-01-04T15:32:00Z,2016-01-04T16:08:00Z,2016-01-04T17:05:00Z,Realizado,CONEXAO DE AERONAVE,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-27T14:31:00Z,2016-01-27T14:30:00Z,2016-01-27T16:08:00Z,2016-01-27T15:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-26T14:31:00Z,2016-01-26T14:32:00Z,2016-01-26T16:08:00Z,2016-01-26T16:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Regional,2016-01-06T14:31:00Z,2016-01-06T14:31:00Z,2016-01-06T16:08:00Z,2016-01-06T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-08T14:31:00Z,2016-01-08T14:30:00Z,2016-01-08T16:08:00Z,2016-01-08T16:04:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-02T14:31:00Z,2016-01-02T14:28:00Z,2016-01-02T16:08:00Z,2016-01-02T16:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-09T14:31:00Z,2016-01-09T14:47:00Z,2016-01-09T16:08:00Z,2016-01-09T16:27:00Z,Realizado,DEFEITOS DA AERONAVE,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-20T14:31:00Z,2016-01-20T14:30:00Z,2016-01-20T16:08:00Z,2016-01-20T16:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-15T14:31:00Z,2016-01-15T14:28:00Z,2016-01-15T16:08:00Z,2016-01-15T16:06:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-19T14:31:00Z,2016-01-19T14:21:00Z,2016-01-19T16:08:00Z,2016-01-19T15:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-16T14:31:00Z,2016-01-16T14:36:00Z,2016-01-16T16:08:00Z,2016-01-16T16:23:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-21T14:31:00Z,2016-01-21T14:25:00Z,2016-01-21T16:08:00Z,2016-01-21T15:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Regional,2016-01-18T14:31:00Z,2016-01-18T14:31:00Z,2016-01-18T16:08:00Z,2016-01-18T16:08:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-07T14:31:00Z,2016-01-07T14:32:00Z,2016-01-07T16:08:00Z,2016-01-07T16:06:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-13T14:31:00Z,2016-01-13T14:22:00Z,2016-01-13T16:08:00Z,2016-01-13T16:01:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
AZU - 2636,AZUL,Nacional,2016-01-22T14:31:00Z,2016-01-22T14:30:00Z,2016-01-22T16:08:00Z,2016-01-22T16:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Fernando De Noronha,Fernando De Noronha,PE,Brasil
